experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
Senior,Full-time,"Data Scientist",123000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science",170000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science",140000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"AI Engineer",90000,"United Arab Emirates",In-person,"United Arab Emirates",L,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",180500,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",96200,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",235000,Australia,In-person,Australia,M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",175000,Australia,In-person,Australia,M,"Machine Learning and AI"
Mid-level,Full-time,"Business Intelligence Developer",95413,"United States",Remote,"United States",M,"BI and Visualization"
Mid-level,Full-time,"Business Intelligence Developer",70692,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Data Engineer",110000,Ukraine,In-person,Ukraine,M,"Data Engineering"
Senior,Full-time,"Data Engineer",48000,Ukraine,In-person,Ukraine,M,"Data Engineering"
Senior,Full-time,"Data Scientist",222300,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",119700,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Cloud Database Engineer",170375,"United States",Remote,"United States",M,"Cloud and Database"
Senior,Full-time,"Cloud Database Engineer",102500,"United States",Remote,"United States",M,"Cloud and Database"
Senior,Full-time,"Data Engineer",270000,Australia,In-person,Australia,M,"Data Engineering"
Senior,Full-time,"Data Engineer",190000,Australia,In-person,Australia,M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",98000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",68300,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Machine Learning Engineer",223100,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",126400,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",283800,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",198900,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Research Engineer",166000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Engineer",73000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Analyst",130000,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",100000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Machine Learning Scientist",220000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",137500,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Research Engineer",234000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Engineer",146000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Analyst",44000,Lithuania,In-person,Lithuania,M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",37333,Lithuania,In-person,Lithuania,M,"Data Analysis"
Senior,Full-time,"Data Engineer",275000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",200000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",204000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",163200,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",110000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",195000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",170000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",210000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",130000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",136000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",106700,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",164000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",131000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Applied Scientist",250000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Applied Scientist",170000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",175000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",205500,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",135000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",146000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",82500,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Science Manager",240000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science Manager",180000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",157500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",132500,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",209943,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",155175,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",244800,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",172000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",250000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",200000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",280000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Prompt Engineer",280000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Science",180000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science",160000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Analyst",184180,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",159870,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",195000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",110000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",180000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",220000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",137500,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"AI Engineer",212000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"AI Engineer",93300,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",212000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",93300,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Analyst",291900,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",103800,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Science",234000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science",146000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science Consultant",160000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Science Consultant",70000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Engineer",179000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Engineer",112000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Management Analyst",145000,"United States",In-person,"United States",M,"Data Management and Strategy"
Entry-level,Full-time,"Data Management Analyst",120000,"United States",In-person,"United States",M,"Data Management and Strategy"
Mid-level,Full-time,"Data Scientist",142100,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",94700,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"AI Engineer",166000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"AI Engineer",73100,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Science Consultant",145000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Consultant",128000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Analyst",90000,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",75000,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Scientist",99000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",87000,"United States",In-person,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Engineer",334075,Canada,In-person,Canada,M,"Data Engineering"
Executive,Full-time,"Data Engineer",268500,Canada,In-person,Canada,M,"Data Engineering"
Senior,Full-time,"Data Scientist",230000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Analyst",212000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Analyst",93300,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Operations Analyst",110500,"United States",In-person,"United States",M,"Data Quality and Operations"
